order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
69c5a912,a7c3923f,delivered,2018-05-05 00:00:00,2018-05-05 01:00:00,2018-05-06 00:00:00,2018-05-16 00:00:00,2018-05-27 00:00:00
3c1049f3,2769811e,canceled,2018-08-20 17:00:00,2018-08-20 17:00:00,2018-08-22 17:00:00,,2018-09-13 17:00:00
f18cfc5f,a343e00c,delivered,2017-08-24 02:00:00,2017-08-24 05:00:00,2017-08-25 02:00:00,2017-09-02 02:00:00,2017-09-13 02:00:00
a83ea72d,d9e5f550,delivered,2017-05-23 06:00:00,2017-05-23 09:00:00,2017-05-25 06:00:00,2017-06-04 06:00:00,2017-06-08 06:00:00
14153c59,ba7015cf,delivered,2017-01-24 21:00:00,2017-01-24 23:00:00,2017-01-26 21:00:00,2017-01-29 21:00:00,2017-02-05 21:00:00
1ce92565,7c983fce,delivered,2017-03-11 01:00:00,2017-03-11 01:00:00,2017-03-12 01:00:00,2017-03-24 01:00:00,2017-04-01 01:00:00
1bd4897d,ecbaab9a,delivered,2017-09-27 18:00:00,2017-09-27 21:00:00,2017-09-29 18:00:00,2017-10-09 18:00:00,2017-10-10 18:00:00
8d561dee,28eee3a1,delivered,2018-06-30 15:00:00,2018-06-30 19:00:00,2018-07-02 15:00:00,2018-07-14 15:00:00,2018-07-11 15:00:00
90f5613b,274f045d,delivered,2017-08-29 12:00:00,2017-08-29 16:00:00,2017-08-30 12:00:00,2017-09-03 12:00:00,2017-09-11 12:00:00
8ab38579,1ec223ed,delivered,2017-06-05 11:00:00,2017-06-05 14:00:00,2017-06-07 11:00:00,2017-06-17 11:00:00,2017-06-21 11:00:00
073c24d0,43635664,delivered,2017-05-23 22:00:00,2017-05-24 01:00:00,2017-05-25 22:00:00,2017-05-31 22:00:00,2017-06-02 22:00:00
223524c4,74c86c15,delivered,2017-01-31 09:00:00,2017-01-31 11:00:00,2017-02-01 09:00:00,2017-02-11 09:00:00,2017-02-19 09:00:00
457279db,7bb1598a,delivered,2017-11-30 02:00:00,2017-11-30 03:00:00,2017-12-01 02:00:00,2017-12-09 02:00:00,2017-12-13 02:00:00
01da920e,f614e965,delivered,2018-02-04 05:00:00,2018-02-04 07:00:00,2018-02-06 05:00:00,2018-02-14 05:00:00,2018-02-20 05:00:00
c34270a4,858b4e2a,delivered,2018-04-15 16:00:00,2018-04-15 16:00:00,2018-04-17 16:00:00,2018-04-21 16:00:00,2018-04-30 16:00:00
7f9e9234,816954b9,delivered,2018-01-05 20:00:00,2018-01-05 21:00:00,2018-01-06 20:00:00,2018-01-12 20:00:00,2018-01-29 20:00:00
ca86e3e0,bc2a8e27,delivered,2017-05-20 10:00:00,2017-05-20 11:00:00,2017-05-21 10:00:00,2017-05-23 10:00:00,2017-06-04 10:00:00
3ce0de20,ebaa4677,delivered,2018-01-25 10:00:00,2018-01-25 12:00:00,2018-01-26 10:00:00,2018-02-05 10:00:00,2018-02-13 10:00:00
f3872fff,d94010ae,delivered,2017-02-01 18:00:00,2017-02-01 18:00:00,2017-02-03 18:00:00,2017-02-04 18:00:00,2017-02-16 18:00:00
1be954f2,ad939dbc,delivered,2017-10-24 07:00:00,2017-10-24 07:00:00,2017-10-26 07:00:00,2017-11-07 07:00:00,2017-11-11 07:00:00
26075f60,6fbcc063,delivered,2017-11-13 00:00:00,2017-11-13 04:00:00,2017-11-15 00:00:00,2017-11-25 00:00:00,2017-11-30 00:00:00
225274bf,0089e89b,delivered,2018-03-04 16:00:00,2018-03-04 16:00:00,2018-03-05 16:00:00,2018-03-18 16:00:00,2018-03-23 16:00:00
11eb0f57,2e4d3714,shipped,2018-05-07 10:00:00,2018-05-07 13:00:00,2018-05-08 10:00:00,,2018-05-30 10:00:00
6543f639,00a995df,delivered,2017-02-03 19:00:00,2017-02-03 23:00:00,2017-02-05 19:00:00,2017-02-14 19:00:00,2017-02-15 19:00:00
28b9ac5f,99faf0d5,delivered,2017-05-13 11:00:00,2017-05-13 11:00:00,2017-05-15 11:00:00,2017-05-19 11:00:00,2017-05-27 11:00:00
5f43587a,e63a48f6,delivered,2017-01-30 08:00:00,2017-01-30 11:00:00,2017-01-31 08:00:00,2017-02-11 08:00:00,2017-02-21 08:00:00
d96da286,96e59536,delivered,2018-03-24 03:00:00,2018-03-24 03:00:00,2018-03-25 03:00:00,2018-04-07 03:00:00,2018-04-07 03:00:00
d9692e7e,5c5dadd0,delivered,2018-07-03 15:00:00,2018-07-03 16:00:00,2018-07-04 15:00:00,2018-07-08 15:00:00,2018-07-13 15:00:00
abd53b1f,ad905151,delivered,2018-08-22 07:00:00,2018-08-22 08:00:00,2018-08-24 07:00:00,2018-08-27 07:00:00,2018-09-10 07:00:00
9a6ee25e,90727b02,delivered,2017-04-19 10:00:00,2017-04-19 12:00:00,2017-04-21 10:00:00,2017-04-28 10:00:00,2017-05-10 10:00:00
f1e7f937,4bc270e2,delivered,2018-03-11 19:00:00,2018-03-11 21:00:00,2018-03-13 19:00:00,2018-03-23 19:00:00,2018-03-24 19:00:00
68d0b65a,ceb297b0,delivered,2017-07-29 10:00:00,2017-07-29 11:00:00,2017-07-30 10:00:00,2017-08-04 10:00:00,2017-08-20 10:00:00
f287bb3b,dae44577,delivered,2017-12-17 02:00:00,2017-12-17 05:00:00,2017-12-18 02:00:00,2017-12-27 02:00:00,2018-01-08 02:00:00
a415c345,3976a181,delivered,2018-03-12 23:00:00,2018-03-13 01:00:00,2018-03-13 23:00:00,2018-03-17 23:00:00,2018-04-02 23:00:00
7132962a,89e43b8d,delivered,2017-11-15 15:00:00,2017-11-15 15:00:00,2017-11-17 15:00:00,2017-11-25 15:00:00,2017-12-08 15:00:00
9c2d6f51,18796603,delivered,2018-08-19 21:00:00,2018-08-20 01:00:00,2018-08-21 21:00:00,2018-08-31 21:00:00,2018-09-10 21:00:00
8d4cc1c9,044c42ed,shipped,2017-10-10 05:00:00,2017-10-10 08:00:00,2017-10-12 05:00:00,,2017-10-27 05:00:00
36763508,4f979120,delivered,2018-02-15 20:00:00,2018-02-15 22:00:00,2018-02-16 20:00:00,2018-02-22 20:00:00,2018-03-02 20:00:00
a9af10aa,cc5e9e39,delivered,2017-10-03 14:00:00,2017-10-03 18:00:00,2017-10-05 14:00:00,2017-10-13 14:00:00,2017-10-19 14:00:00
d59819c2,2ea618b5,delivered,2017-12-01 11:00:00,2017-12-01 15:00:00,2017-12-03 11:00:00,2017-12-10 11:00:00,2017-12-11 11:00:00
97c6c535,5c7ba2fe,delivered,2017-05-27 17:00:00,2017-05-27 18:00:00,2017-05-29 17:00:00,2017-06-07 17:00:00,2017-06-13 17:00:00
ed431d6f,e07c2e5a,delivered,2017-12-18 02:00:00,2017-12-18 03:00:00,2017-12-19 02:00:00,2017-12-27 02:00:00,2018-01-03 02:00:00
ea5455de,7a05ea2c,delivered,2017-07-02 06:00:00,2017-07-02 10:00:00,2017-07-03 06:00:00,2017-07-06 06:00:00,2017-07-14 06:00:00
7c94b167,d353c375,canceled,2018-01-12 05:00:00,2018-01-12 08:00:00,2018-01-13 05:00:00,,2018-01-31 05:00:00
29b4c757,a97be916,delivered,2017-11-06 14:00:00,2017-11-06 14:00:00,2017-11-08 14:00:00,2017-11-11 14:00:00,2017-11-26 14:00:00
a742a785,ca495235,delivered,2017-04-25 18:00:00,2017-04-25 21:00:00,2017-04-26 18:00:00,2017-05-02 18:00:00,2017-05-05 18:00:00
f757fa68,fa89edbb,delivered,2017-03-10 15:00:00,2017-03-10 15:00:00,2017-03-11 15:00:00,2017-03-22 15:00:00,2017-03-23 15:00:00
4ef1493d,0700b147,delivered,2017-04-24 17:00:00,2017-04-24 20:00:00,2017-04-26 17:00:00,2017-04-28 17:00:00,2017-05-04 17:00:00
62cac6a2,6643cd68,delivered,2018-08-21 06:00:00,2018-08-21 09:00:00,2018-08-23 06:00:00,2018-08-28 06:00:00,2018-09-04 06:00:00
d54d6471,6f6a10a3,delivered,2018-07-24 00:00:00,2018-07-24 02:00:00,2018-07-25 00:00:00,2018-07-27 00:00:00,2018-08-14 00:00:00
2638af63,3f2f8501,delivered,2017-09-16 17:00:00,2017-09-16 19:00:00,2017-09-18 17:00:00,2017-09-22 17:00:00,2017-10-09 17:00:00
f16b29e4,d610db69,delivered,2017-02-24 11:00:00,2017-02-24 15:00:00,2017-02-25 11:00:00,2017-02-28 11:00:00,2017-03-13 11:00:00
f92e1970,d5280273,delivered,2017-12-25 10:00:00,2017-12-25 14:00:00,2017-12-26 10:00:00,2017-12-29 10:00:00,2018-01-08 10:00:00
4329e81f,360f1a91,delivered,2017-01-17 14:00:00,2017-01-17 17:00:00,2017-01-18 14:00:00,2017-01-22 14:00:00,2017-02-08 14:00:00
f6d043c9,04da8145,delivered,2018-08-16 12:00:00,2018-08-16 13:00:00,2018-08-18 12:00:00,2018-08-25 12:00:00,2018-09-04 12:00:00
617bd4a3,e3d343fb,delivered,2017-10-22 04:00:00,2017-10-22 05:00:00,2017-10-24 04:00:00,2017-11-02 04:00:00,2017-11-02 04:00:00
ecf0ce56,ff8f8917,delivered,2018-02-26 13:00:00,2018-02-26 15:00:00,2018-02-27 13:00:00,2018-03-06 13:00:00,2018-03-09 13:00:00
b32a00c9,e0f6c1dc,shipped,2018-01-22 08:00:00,2018-01-22 08:00:00,2018-01-23 08:00:00,,2018-02-11 08:00:00
b2a9c472,b14b3f4a,delivered,2017-03-09 09:00:00,2017-03-09 11:00:00,2017-03-10 09:00:00,2017-03-18 09:00:00,2017-03-31 09:00:00
8e7e2ce6,dc3739a9,delivered,2017-04-13 16:00:00,2017-04-13 18:00:00,2017-04-15 16:00:00,2017-04-26 16:00:00,2017-04-30 16:00:00
4879154d,294688ab,delivered,2018-01-02 00:00:00,2018-01-02 02:00:00,2018-01-04 00:00:00,2018-01-11 00:00:00,2018-01-26 00:00:00
4192e171,f454cd99,delivered,2018-06-11 06:00:00,2018-06-11 06:00:00,2018-06-13 06:00:00,2018-06-23 06:00:00,2018-06-29 06:00:00
98ce955b,c3b9ad98,delivered,2017-01-30 22:00:00,2017-01-31 00:00:00,2017-02-01 22:00:00,2017-02-05 22:00:00,2017-02-14 22:00:00
58e4fef2,08f97979,delivered,2018-03-19 06:00:00,2018-03-19 07:00:00,2018-03-21 06:00:00,2018-03-29 06:00:00,2018-03-30 06:00:00
419370c9,6062d2a0,delivered,2017-05-26 17:00:00,2017-05-26 21:00:00,2017-05-28 17:00:00,2017-06-02 17:00:00,2017-06-08 17:00:00
2710cdbb,f07c79a6,delivered,2017-12-18 09:00:00,2017-12-18 12:00:00,2017-12-19 09:00:00,2017-12-21 09:00:00,2017-12-29 09:00:00
b2d8e387,8eb8e8c4,delivered,2018-03-04 09:00:00,2018-03-04 10:00:00,2018-03-05 09:00:00,2018-03-17 09:00:00,2018-03-16 09:00:00
cff6ca46,89270cad,delivered,2017-02-07 00:00:00,2017-02-07 03:00:00,2017-02-08 00:00:00,2017-02-14 00:00:00,2017-02-23 00:00:00
1fd4d4d6,796e1d23,delivered,2017-07-13 00:00:00,2017-07-13 02:00:00,2017-07-15 00:00:00,2017-07-24 00:00:00,2017-07-24 00:00:00
406e08fb,ebaa4677,delivered,2018-08-02 09:00:00,2018-08-02 10:00:00,2018-08-04 09:00:00,2018-08-15 09:00:00,2018-08-22 09:00:00
b1f52246,890a653d,delivered,2018-04-07 07:00:00,2018-04-07 09:00:00,2018-04-09 07:00:00,2018-04-10 07:00:00,2018-04-24 07:00:00
488b0453,d1cdf172,delivered,2017-03-29 09:00:00,2017-03-29 12:00:00,2017-03-30 09:00:00,2017-04-07 09:00:00,2017-04-12 09:00:00
61e48f35,d293c18a,delivered,2017-01-06 04:00:00,2017-01-06 04:00:00,2017-01-07 04:00:00,2017-01-18 04:00:00,2017-01-24 04:00:00
a3d74fea,fc83b2ec,delivered,2018-07-16 11:00:00,2018-07-16 11:00:00,2018-07-17 11:00:00,2018-07-27 11:00:00,2018-08-06 11:00:00
3efd38bc,d5b4ac41,delivered,2017-07-12 21:00:00,2017-07-13 01:00:00,2017-07-14 21:00:00,2017-07-21 21:00:00,2017-07-25 21:00:00
34856555,d7db694a,delivered,2017-04-09 16:00:00,2017-04-09 18:00:00,2017-04-10 16:00:00,2017-04-17 16:00:00,2017-04-28 16:00:00
1ae54bc2,76c46a8f,delivered,2017-09-18 05:00:00,2017-09-18 06:00:00,2017-09-19 05:00:00,2017-09-21 05:00:00,2017-10-11 05:00:00
b8e2ef6a,0546e4d4,delivered,2018-05-30 01:00:00,2018-05-30 02:00:00,2018-05-31 01:00:00,2018-06-05 01:00:00,2018-06-10 01:00:00
e7627e2a,fb754da0,delivered,2018-04-19 00:00:00,2018-04-19 01:00:00,2018-04-21 00:00:00,2018-04-25 00:00:00,2018-05-05 00:00:00
0e16ac0c,c3209f85,delivered,2017-11-05 21:00:00,2017-11-06 00:00:00,2017-11-07 21:00:00,2017-11-13 21:00:00,2017-11-16 21:00:00
1c0d0610,6bff897e,delivered,2018-01-10 21:00:00,2018-01-11 01:00:00,2018-01-11 21:00:00,2018-01-21 21:00:00,2018-01-29 21:00:00
38bf2221,e4b3c238,delivered,2017-06-12 19:00:00,2017-06-12 22:00:00,2017-06-13 19:00:00,2017-06-21 19:00:00,2017-06-22 19:00:00
bbb5ab7b,7e0a5555,delivered,2018-06-23 13:00:00,2018-06-23 17:00:00,2018-06-25 13:00:00,2018-06-29 13:00:00,2018-07-14 13:00:00
e1a77f74,424f6978,delivered,2017-12-08 16:00:00,2017-12-08 19:00:00,2017-12-10 16:00:00,2017-12-13 16:00:00,2017-12-25 16:00:00
dbcb0e33,7ad07d35,delivered,2018-04-16 17:00:00,2018-04-16 17:00:00,2018-04-17 17:00:00,2018-04-21 17:00:00,2018-05-03 17:00:00
b12dfcc8,9ef51aeb,delivered,2017-07-09 02:00:00,2017-07-09 05:00:00,2017-07-11 02:00:00,2017-07-23 02:00:00,2017-07-28 02:00:00
56f5c1e7,a6314193,delivered,2018-07-08 02:00:00,2018-07-08 04:00:00,2018-07-10 02:00:00,2018-07-19 02:00:00,2018-07-29 02:00:00
7855c72d,5106a25c,processing,2018-03-13 22:00:00,2018-03-14 01:00:00,2018-03-15 22:00:00,,2018-04-05 22:00:00
0ca4b617,4b09c649,delivered,2018-08-09 17:00:00,2018-08-09 18:00:00,2018-08-10 17:00:00,2018-08-19 17:00:00,2018-08-19 17:00:00
a1a920ba,ca76dbad,delivered,2017-09-10 11:00:00,2017-09-10 12:00:00,2017-09-11 11:00:00,2017-09-15 11:00:00,2017-09-26 11:00:00
547d16f9,f67c2264,processing,2018-03-23 13:00:00,2018-03-23 15:00:00,2018-03-25 13:00:00,,2018-04-13 13:00:00
cd996730,355c9c17,delivered,2017-05-06 18:00:00,2017-05-06 19:00:00,2017-05-08 18:00:00,2017-05-16 18:00:00,2017-05-16 18:00:00
bc6d54e6,5916306b,delivered,2017-10-24 22:00:00,2017-10-24 22:00:00,2017-10-26 22:00:00,2017-10-28 22:00:00,2017-11-06 22:00:00
97026b1b,66e928cc,delivered,2017-03-02 22:00:00,2017-03-02 23:00:00,2017-03-03 22:00:00,2017-03-05 22:00:00,2017-03-26 22:00:00
1ef5fcf7,30085ae2,delivered,2017-03-13 09:00:00,2017-03-13 10:00:00,2017-03-15 09:00:00,2017-03-24 09:00:00,2017-03-27 09:00:00
ed00db07,64bb32a3,delivered,2017-02-20 15:00:00,2017-02-20 17:00:00,2017-02-21 15:00:00,2017-02-26 15:00:00,2017-03-12 15:00:00
7a4b56e9,ae7c7479,delivered,2018-05-09 14:00:00,2018-05-09 18:00:00,2018-05-10 14:00:00,2018-05-19 14:00:00,2018-05-28 14:00:00
5490c32e,dc1ed1c5,delivered,2017-11-24 02:00:00,2017-11-24 04:00:00,2017-11-25 02:00:00,2017-11-30 02:00:00,2017-12-16 02:00:00
d78b1862,418f363b,delivered,2018-02-03 19:00:00,2018-02-03 21:00:00,2018-02-05 19:00:00,2018-02-07 19:00:00,2018-02-13 19:00:00
713cefe9,79f8b689,delivered,2018-01-23 15:00:00,2018-01-23 18:00:00,2018-01-25 15:00:00,2018-02-03 15:00:00,2018-02-10 15:00:00
9e92a608,43f9fb91,delivered,2017-09-29 07:00:00,2017-09-29 07:00:00,2017-10-01 07:00:00,2017-10-05 07:00:00,2017-10-11 07:00:00
c12e221d,524c0415,delivered,2018-06-19 10:00:00,2018-06-19 11:00:00,2018-06-21 10:00:00,2018-06-22 10:00:00,2018-06-30 10:00:00
4c0a09b9,62551535,delivered,2017-07-04 06:00:00,2017-07-04 09:00:00,2017-07-06 06:00:00,2017-07-16 06:00:00,2017-07-21 06:00:00
2723eb32,bc597a87,delivered,2018-06-04 15:00:00,2018-06-04 19:00:00,2018-06-05 15:00:00,2018-06-14 15:00:00,2018-06-21 15:00:00
f2a3f554,2e0be7ca,delivered,2018-06-26 20:00:00,2018-06-26 22:00:00,2018-06-27 20:00:00,2018-07-03 20:00:00,2018-07-16 20:00:00
2fb86cbc,9a7ee347,delivered,2017-12-11 17:00:00,2017-12-11 20:00:00,2017-12-13 17:00:00,2017-12-23 17:00:00,2017-12-22 17:00:00
71653b2c,c092c95a,delivered,2017-03-12 14:00:00,2017-03-12 16:00:00,2017-03-13 14:00:00,2017-03-15 14:00:00,2017-04-01 14:00:00
5160d5cf,8a3c8a16,delivered,2018-03-10 03:00:00,2018-03-10 03:00:00,2018-03-12 03:00:00,2018-03-24 03:00:00,2018-03-20 03:00:00
88b92b71,20650cf1,delivered,2018-05-11 19:00:00,2018-05-11 21:00:00,2018-05-12 19:00:00,2018-05-20 19:00:00,2018-06-04 19:00:00
10a2844e,ab150a87,delivered,2017-01-15 08:00:00,2017-01-15 10:00:00,2017-01-17 08:00:00,2017-01-29 08:00:00,2017-02-06 08:00:00
b9a6f6c1,9922dfce,delivered,2018-02-01 05:00:00,2018-02-01 05:00:00,2018-02-02 05:00:00,2018-02-04 05:00:00,2018-02-15 05:00:00
589fb873,fc0ef4bc,delivered,2018-01-24 04:00:00,2018-01-24 05:00:00,2018-01-25 04:00:00,2018-01-28 04:00:00,2018-02-17 04:00:00
88542d9a,ecbf164b,delivered,2017-07-24 09:00:00,2017-07-24 10:00:00,2017-07-26 09:00:00,2017-08-06 09:00:00,2017-08-12 09:00:00
48139b4e,02cd0770,delivered,2017-06-28 19:00:00,2017-06-28 21:00:00,2017-06-30 19:00:00,2017-07-09 19:00:00,2017-07-17 19:00:00
1692c17a,e04d2c6d,delivered,2018-03-12 15:00:00,2018-03-12 15:00:00,2018-03-14 15:00:00,2018-03-26 15:00:00,2018-03-30 15:00:00
cadebd24,a332e2aa,processing,2018-08-18 23:00:00,2018-08-19 02:00:00,2018-08-19 23:00:00,,2018-08-28 23:00:00
6052b24c,c27944b2,delivered,2018-02-23 09:00:00,2018-02-23 09:00:00,2018-02-25 09:00:00,2018-03-07 09:00:00,2018-03-14 09:00:00
75f170b5,7a91d550,delivered,2017-03-20 07:00:00,2017-03-20 11:00:00,2017-03-21 07:00:00,2017-03-24 07:00:00,2017-04-07 07:00:00
82edfad6,3f50d1a6,delivered,2018-01-24 12:00:00,2018-01-24 12:00:00,2018-01-26 12:00:00,2018-02-02 12:00:00,2018-02-09 12:00:00
289f62ee,5dd40564,delivered,2017-04-22 12:00:00,2017-04-22 12:00:00,2017-04-23 12:00:00,2017-05-06 12:00:00,2017-05-14 12:00:00
78af91bc,d2a5c3c8,delivered,2018-06-29 03:00:00,2018-06-29 06:00:00,2018-07-01 03:00:00,2018-07-05 03:00:00,2018-07-13 03:00:00
71908f5d,f2bee59a,delivered,2017-07-05 22:00:00,2017-07-05 23:00:00,2017-07-07 22:00:00,2017-07-15 22:00:00,2017-07-15 22:00:00
1d5e0755,2de2f97c,delivered,2018-07-24 11:00:00,2018-07-24 14:00:00,2018-07-25 11:00:00,2018-07-27 11:00:00,2018-08-09 11:00:00
c50429d9,1d17d5c0,delivered,2017-06-12 07:00:00,2017-06-12 07:00:00,2017-06-13 07:00:00,2017-06-23 07:00:00,2017-07-04 07:00:00
3181a4cc,4a093465,delivered,2017-03-08 12:00:00,2017-03-08 13:00:00,2017-03-10 12:00:00,2017-03-21 12:00:00,2017-03-27 12:00:00
a17205f0,2a0ce7f2,delivered,2018-08-12 09:00:00,2018-08-12 11:00:00,2018-08-14 09:00:00,2018-08-19 09:00:00,2018-09-03 09:00:00
74a983b7,45e80c72,shipped,2018-02-13 11:00:00,2018-02-13 12:00:00,2018-02-14 11:00:00,,2018-03-01 11:00:00
790eb3e0,96d4dd0d,delivered,2017-01-16 05:00:00,2017-01-16 06:00:00,2017-01-17 05:00:00,2017-01-27 05:00:00,2017-01-30 05:00:00
03e041a4,f8d65ae8,delivered,2018-01-21 09:00:00,2018-01-21 13:00:00,2018-01-22 09:00:00,2018-01-25 09:00:00,2018-02-02 09:00:00
2f43a931,44569e60,delivered,2018-04-07 12:00:00,2018-04-07 14:00:00,2018-04-09 12:00:00,2018-04-11 12:00:00,2018-04-28 12:00:00
623139bf,c89035a3,delivered,2018-06-23 15:00:00,2018-06-23 15:00:00,2018-06-25 15:00:00,2018-07-06 15:00:00,2018-07-07 15:00:00
c24d2611,08f97979,delivered,2017-08-18 17:00:00,2017-08-18 20:00:00,2017-08-20 17:00:00,2017-08-30 17:00:00,2017-09-05 17:00:00
6e35dc4d,2f26fc8f,delivered,2017-12-04 09:00:00,2017-12-04 09:00:00,2017-12-05 09:00:00,2017-12-14 09:00:00,2017-12-19 09:00:00
4847a68e,b3e708ad,delivered,2017-07-31 16:00:00,2017-07-31 16:00:00,2017-08-02 16:00:00,2017-08-11 16:00:00,2017-08-13 16:00:00
d0bf6e3f,32f1fa41,delivered,2018-03-05 16:00:00,2018-03-05 19:00:00,2018-03-06 16:00:00,2018-03-08 16:00:00,2018-03-18 16:00:00
052b7778,6a7858bd,delivered,2018-06-26 02:00:00,2018-06-26 03:00:00,2018-06-27 02:00:00,2018-07-09 02:00:00,2018-07-18 02:00:00
829d3d31,d1a2e429,delivered,2017-03-16 12:00:00,2017-03-16 15:00:00,2017-03-18 12:00:00,2017-03-20 12:00:00,2017-04-09 12:00:00
35a66221,3a6e5ebf,delivered,2017-08-29 07:00:00,2017-08-29 11:00:00,2017-08-31 07:00:00,2017-09-10 07:00:00,2017-09-16 07:00:00
6f9bbe2d,dc1ed1c5,shipped,2018-05-17 06:00:00,2018-05-17 09:00:00,2018-05-19 06:00:00,,2018-05-27 06:00:00
5223ae8c,1c5c07de,delivered,2017-09-23 05:00:00,2017-09-23 09:00:00,2017-09-24 05:00:00,2017-10-06 05:00:00,2017-10-10 05:00:00
b2c929cc,1bb562c3,delivered,2017-07-26 06:00:00,2017-07-26 07:00:00,2017-07-28 06:00:00,2017-08-06 06:00:00,2017-08-07 06:00:00
6905e635,36caafb5,delivered,2017-04-26 03:00:00,2017-04-26 05:00:00,2017-04-28 03:00:00,2017-05-03 03:00:00,2017-05-14 03:00:00
b249fb31,04c92496,delivered,2017-11-18 15:00:00,2017-11-18 19:00:00,2017-11-19 15:00:00,2017-11-30 15:00:00,2017-11-29 15:00:00
033c07c7,9d46e6dc,delivered,2017-07-08 06:00:00,2017-07-08 10:00:00,2017-07-09 06:00:00,2017-07-16 06:00:00,2017-07-25 06:00:00
1ddc4c3b,af9ca600,delivered,2018-07-11 11:00:00,2018-07-11 11:00:00,2018-07-13 11:00:00,2018-07-14 11:00:00,2018-07-23 11:00:00
18c72523,90202a94,delivered,2018-02-11 21:00:00,2018-02-12 00:00:00,2018-02-13 21:00:00,2018-02-19 21:00:00,2018-02-24 21:00:00
70a5a94d,79361944,delivered,2018-05-06 16:00:00,2018-05-06 19:00:00,2018-05-07 16:00:00,2018-05-14 16:00:00,2018-05-22 16:00:00
58c51c23,53281cb1,delivered,2018-05-03 15:00:00,2018-05-03 19:00:00,2018-05-05 15:00:00,2018-05-17 15:00:00,2018-05-24 15:00:00
08b30bae,b3db1094,delivered,2017-06-30 16:00:00,2017-06-30 18:00:00,2017-07-02 16:00:00,2017-07-08 16:00:00,2017-07-22 16:00:00
bc1de7b0,141110e7,delivered,2018-04-29 01:00:00,2018-04-29 04:00:00,2018-05-01 01:00:00,2018-05-04 01:00:00,2018-05-20 01:00:00
4a088e88,4788215a,delivered,2017-01-19 07:00:00,2017-01-19 09:00:00,2017-01-20 07:00:00,2017-01-28 07:00:00,2017-02-12 07:00:00
ca8f7319,dbe0205a,delivered,2017-02-06 08:00:00,2017-02-06 12:00:00,2017-02-07 08:00:00,2017-02-18 08:00:00,2017-03-02 08:00:00
133d8b5a,f23ff076,delivered,2017-12-10 05:00:00,2017-12-10 05:00:00,2017-12-12 05:00:00,2017-12-14 05:00:00,2017-12-24 05:00:00
99ce8047,b25425a9,delivered,2017-05-03 00:00:00,2017-05-03 04:00:00,2017-05-05 00:00:00,2017-05-08 00:00:00,2017-05-22 00:00:00
90e355b8,9573b1be,delivered,2017-07-01 11:00:00,2017-07-01 15:00:00,2017-07-03 11:00:00,2017-07-14 11:00:00,2017-07-14 11:00:00
7f23c950,97071933,delivered,2018-08-13 06:00:00,2018-08-13 08:00:00,2018-08-14 06:00:00,2018-08-19 06:00:00,2018-08-28 06:00:00
4645caa5,5c55827e,delivered,2017-11-19 03:00:00,2017-11-19 04:00:00,2017-11-20 03:00:00,2017-12-02 03:00:00,2017-11-30 03:00:00
b9c3062b,d16aa821,delivered,2017-12-13 09:00:00,2017-12-13 10:00:00,2017-12-15 09:00:00,2017-12-17 09:00:00,2018-01-01 09:00:00
de8c878f,1112d8cb,delivered,2018-08-13 09:00:00,2018-08-13 12:00:00,2018-08-15 09:00:00,2018-08-25 09:00:00,2018-09-05 09:00:00
20419ec2,661bce82,canceled,2017-02-18 23:00:00,2017-02-19 03:00:00,2017-02-19 23:00:00,,2017-03-02 23:00:00
53308019,32b57ef6,delivered,2018-07-26 13:00:00,2018-07-26 17:00:00,2018-07-28 13:00:00,2018-08-06 13:00:00,2018-08-05 13:00:00
aeb15ef8,b0c12ead,delivered,2017-04-10 17:00:00,2017-04-10 20:00:00,2017-04-11 17:00:00,2017-04-13 17:00:00,2017-04-20 17:00:00
e472ca95,d9b98c8f,delivered,2017-12-25 01:00:00,2017-12-25 04:00:00,2017-12-27 01:00:00,2018-01-04 01:00:00,2018-01-10 01:00:00
f68fb81d,61dc806e,delivered,2018-06-22 13:00:00,2018-06-22 13:00:00,2018-06-23 13:00:00,2018-06-30 13:00:00,2018-07-08 13:00:00
59f3201c,5101d244,delivered,2017-03-17 17:00:00,2017-03-17 19:00:00,2017-03-18 17:00:00,2017-03-21 17:00:00,2017-04-01 17:00:00
38cdc0db,1fec1e73,delivered,2017-01-11 11:00:00,2017-01-11 11:00:00,2017-01-12 11:00:00,2017-01-22 11:00:00,2017-01-28 11:00:00
c1f8bfbe,243ae7a9,delivered,2018-05-21 21:00:00,2018-05-21 21:00:00,2018-05-23 21:00:00,2018-05-27 21:00:00,2018-06-07 21:00:00
c5732fc5,f8974260,delivered,2017-01-22 19:00:00,2017-01-22 21:00:00,2017-01-23 19:00:00,2017-01-31 19:00:00,2017-02-10 19:00:00
711927ec,81e9bcd8,delivered,2017-12-05 18:00:00,2017-12-05 22:00:00,2017-12-07 18:00:00,2017-12-12 18:00:00,2017-12-17 18:00:00
8cd6c398,92390e49,shipped,2017-09-10 06:00:00,2017-09-10 09:00:00,2017-09-12 06:00:00,,2017-09-28 06:00:00
92a1d960,77efb681,delivered,2017-06-12 09:00:00,2017-06-12 13:00:00,2017-06-14 09:00:00,2017-06-18 09:00:00,2017-06-26 09:00:00
