order_id,payment_sequential,payment_type,payment_installments,payment_value
6436890a,1,credit_card,5,321.5636150423797
99407ce3,1,credit_card,3,92.43424092206087
7de449e4,1,credit_card,2,233.5880736249652
847c7a79,1,credit_card,11,196.82958847023178
d42cae94,1,debit_card,1,431.1473162758442
9a0be8d0,1,credit_card,1,425.55324386646663
b24236ed,1,credit_card,11,1036.4864653495692
af8a2651,1,boleto,8,349.0774908793256
f18f7234,1,credit_card,4,449.43870023188515
649f47c0,1,boleto,2,365.4150903755348
6d59c561,1,boleto,1,304.2263107024784
eaac7c17,1,boleto,8,147.17104268487046
8ac4b0fe,1,credit_card,5,172.82699234451442
6c4b6951,1,credit_card,10,374.6766195204645
a5864976,1,credit_card,2,217.4165329645383
68cf83fd,1,credit_card,9,910.0080370720631
65deb24f,1,credit_card,8,301.4811580163508
b5d4a53e,1,credit_card,4,504.1656186661371
d4d1edc3,1,boleto,7,54.27764273265842
047e87b7,1,credit_card,5,506.0217256729113
424869b4,1,credit_card,5,778.4017114595521
ee238abf,1,voucher,7,359.44747869746277
7f711893,1,credit_card,10,326.1453179890482
7fcd0d52,1,credit_card,6,506.54998082755003
d78c1db7,1,credit_card,11,237.54882150410128
aef720c7,1,credit_card,7,355.09677124792404
ebd30f70,1,credit_card,7,344.56496976377366
c7990b5a,1,boleto,6,67.12353772489404
9a528722,1,credit_card,10,320.0197889228456
c311199f,1,boleto,11,485.4111147370241
38d116fc,1,credit_card,11,77.4320893621339
1a00f4cf,1,credit_card,4,51.34735768525469
9b3ea95d,1,credit_card,2,183.96816864336898
e9beb19a,1,boleto,8,151.85084163289733
ed7318cf,1,credit_card,5,163.6988769597754
bcd3faf3,1,credit_card,5,276.25920948822886
57fb59cf,1,credit_card,8,339.5161116200776
e814013d,1,credit_card,10,171.0182021540377
249ecd97,1,credit_card,3,966.4192799027709
8ee3a9f4,1,credit_card,7,865.0276725432875
39cbae2a,1,boleto,5,124.12096734388237
7cb687e1,1,credit_card,3,359.6880862232023
6f81e59a,1,credit_card,7,243.50637418313633
3f6d9f05,1,boleto,6,80.6555144192794
8e75654f,1,credit_card,11,366.42996827358365
3667f847,1,boleto,10,344.8255156224258
3808b229,1,voucher,10,511.17868125650466
ef342758,1,credit_card,8,656.9432319042027
d5381dab,1,boleto,7,269.97238076552554
55cacaaa,1,credit_card,6,106.3353277744167
b01fcb0a,1,credit_card,2,253.726206353125
3b951aba,1,credit_card,8,500.81152308659847
79a7ba03,1,credit_card,5,190.65039553243048
823d1da5,1,boleto,2,516.1829974950048
d99d95ba,1,credit_card,4,153.69348093181642
ffc0c694,1,credit_card,1,209.079028370758
9ec278fb,1,boleto,1,596.1267750774107
d1a4c354,1,credit_card,4,348.15813350868
a3d9b7d4,1,credit_card,5,927.5443443609037
622271a7,1,credit_card,5,306.64740077887376
f815dab6,1,credit_card,11,439.0504388628298
0d57556b,1,credit_card,7,263.90835869092405
70d1082f,1,credit_card,8,402.8076569539976
a88f1200,1,boleto,3,204.9033439951659
f532c6df,1,credit_card,2,537.7650448305562
6efed22b,1,credit_card,2,123.95097560153042
97de34bd,1,credit_card,8,139.00731037681234
a613aac8,1,credit_card,9,356.99893719395124
6c3cb89d,1,debit_card,9,256.1884906355175
2df4af09,1,credit_card,9,177.6187015137026
12d9a54c,1,credit_card,9,341.66593621933936
09c479c5,1,credit_card,3,144.13234110320954
5dad235a,1,boleto,3,139.84451383805046
ebeb31a2,1,boleto,2,473.50426803266197
6f331916,1,credit_card,11,287.2245200752644
36eb957f,1,credit_card,6,230.5494233327508
a0b3b209,1,credit_card,10,298.5198701827811
b7648d21,1,credit_card,10,791.5560948908387
f3740f02,1,credit_card,3,119.14143971530055
e3ee9c90,1,credit_card,6,248.5683764852422
9baa4238,1,credit_card,4,92.61459458659556
a0ec769f,1,credit_card,2,244.0105356332951
2237ea99,1,credit_card,3,501.7224173436463
7f7b775e,1,credit_card,3,280.34009449707924
42df0be1,1,credit_card,8,346.1794378432472
a9a907d5,1,voucher,7,533.1105823069806
a85ea0b4,1,credit_card,3,509.0771930189003
549a7c5e,1,credit_card,2,361.5977065485482
0a9b58d7,1,debit_card,8,814.1300715161872
12de4bc5,1,credit_card,3,481.32197408135767
49df6a41,1,credit_card,6,399.26196744171386
f8a47869,1,boleto,4,273.3908203416244
ed87d1a3,1,credit_card,8,433.8927517433567
bee6a13b,1,credit_card,5,278.6058678451264
5513f9db,1,boleto,10,89.8623202001733
05d20a4c,1,credit_card,9,407.38072206570035
8e174f3e,1,credit_card,1,261.23208496853
bc181cbd,1,credit_card,8,109.04212417731136
f498c296,1,boleto,1,769.8895245104701
5b9e7fb6,1,boleto,2,246.00491564050532
3936b805,1,credit_card,1,483.0389532587636
7dd42de4,1,credit_card,5,80.57098989569579
959e2965,1,credit_card,3,71.84979632637254
b450156f,1,credit_card,7,314.2729816453006
38354fe6,1,boleto,9,112.46065055443327
a29d149e,1,credit_card,8,191.12415703783867
33473128,1,credit_card,3,324.01395987222804
3effd874,1,boleto,4,207.6956841076921
55c65bd6,1,voucher,9,200.50285008858984
6ab0995d,1,boleto,5,44.11367880283665
4bf341b4,1,voucher,3,441.4687598143712
75c97c85,1,credit_card,7,280.8283323330686
4c7834fe,1,credit_card,7,116.74751125454996
b25400c9,1,credit_card,5,782.3066876390279
dfbb7231,1,credit_card,6,226.6411233553612
7b3c3335,1,credit_card,4,449.50086940941
53a15dbe,1,credit_card,1,96.52728424147949
94006b41,1,credit_card,3,778.7056070901336
4fe46b0c,1,credit_card,4,70.02943193952743
791e4401,1,credit_card,9,207.70801243839668
a6a2a072,1,voucher,3,868.2125709696602
ba79b176,1,boleto,3,881.7807577378818
2ad3e431,1,credit_card,5,263.1298785083255
a3e41c26,1,credit_card,6,368.719123133408
1328c223,1,credit_card,2,222.26122043369062
1394beda,1,credit_card,11,418.0376985522766
279908b1,1,credit_card,4,343.1681938015801
f472a615,1,boleto,6,110.0500861938358
f4a728ab,1,credit_card,2,187.8857248232237
ade3bed0,1,credit_card,4,584.8797261431333
788911d8,1,debit_card,2,357.82478323260887
a6c775a6,1,credit_card,2,487.335587914784
11071487,1,credit_card,4,480.69394995155164
c8fff6ad,1,credit_card,9,58.153645918902626
f72bf19b,1,credit_card,2,319.2226373083835
196fff0b,1,credit_card,2,303.29540367997254
3f9ecac6,1,credit_card,3,287.31407221744115
31af639e,1,credit_card,6,352.11878809566736
6d3eb9cd,1,credit_card,6,297.4834092062441
b7eeae2d,1,boleto,5,380.95900028626056
d375aea6,1,credit_card,2,178.13412722287168
f11f4e1b,1,boleto,1,464.1577248851205
e3d8035f,1,boleto,1,411.51161668770436
dd2b8d41,1,credit_card,1,371.0551858656578
76084022,1,credit_card,1,393.2653383772361
2cd00f86,1,credit_card,8,85.37487200361475
319f0271,1,credit_card,2,362.8834934570462
244fb914,1,credit_card,5,397.59861032704555
54e1b26c,1,debit_card,11,274.463503412772
660dd245,1,credit_card,3,985.010533627491
867b07ac,1,credit_card,11,172.95142072770182
87a4bdf9,1,boleto,8,428.7917255936432
0cd0e3ad,1,credit_card,5,341.08505149850987
89fa8790,1,debit_card,9,521.0224149586372
09096be0,1,credit_card,9,626.2251953695885
d680b51b,1,credit_card,11,255.57641763605238
a1593de4,1,credit_card,1,260.42935553724567
07c01356,1,credit_card,4,145.68059734542618
cd6da15a,1,credit_card,11,588.0628138797125
6e8c3096,1,voucher,8,426.51359445840063
0e8d2280,1,credit_card,2,163.13078899354346
4d087eac,1,credit_card,11,1019.0992906164024
25e68489,1,credit_card,2,115.97293604235274
b2541497,1,credit_card,2,354.3688171666666
51f9ca94,1,credit_card,4,490.11500402505163
7f926172,1,debit_card,9,393.4504813801174
57282939,1,credit_card,2,481.4113949958896
c84a466e,1,boleto,1,714.6255370874875
0da70bd7,1,credit_card,8,283.12665322315803
2ac1d8e3,1,boleto,4,82.93962427105744
2bf51231,1,boleto,10,283.46496135519544
98ac82ee,1,credit_card,6,501.7279159751015
e40ddf69,1,credit_card,11,455.0943063628324
48889eb8,1,debit_card,3,128.0546643073795
55269679,1,credit_card,5,482.86548616771563
49cf6d40,1,credit_card,10,424.5148191467328
720d5657,1,credit_card,1,91.61789918422488
0811f3ab,1,credit_card,5,142.9242728042026
5bd85b52,1,credit_card,8,955.6320015792162
fc9166e9,1,credit_card,5,543.2866084697238
147268a7,1,credit_card,5,470.7320662448139
07787eb5,1,credit_card,5,646.882979165521
6fb7eff6,1,credit_card,2,280.690499787853
6830b2bb,1,credit_card,5,203.84507719983952
3e1cc94b,1,credit_card,6,373.6423400303514
b8b0576e,1,credit_card,10,588.2266446112033
be0d6bd2,1,credit_card,6,438.1867748689875
cf56178c,1,credit_card,2,242.505225972416
a7eceab8,1,credit_card,2,459.02214857959893
223d9ce4,1,credit_card,2,42.39968895549898
349c4f85,1,credit_card,1,759.8511416121587
bdae3893,1,credit_card,6,80.18248990309326
9ff70393,1,credit_card,8,324.68930716343624
435b218f,1,debit_card,11,494.78856628615364
c2f4780c,1,credit_card,6,447.59310094691534
19aa82cd,1,boleto,1,1170.6849651687062
9bf27b07,1,credit_card,5,97.34651442969621
ec3eb823,1,credit_card,7,264.0078656755284
6ca6a65b,1,credit_card,4,698.3113946682067
1eb59cf8,1,credit_card,6,248.0037607877645
4e1caff1,1,credit_card,7,111.99207162250019
d2d9d533,1,boleto,6,227.71342255887515
495173bb,1,credit_card,11,563.7689288429573
85b9d7ef,1,credit_card,8,383.88729003444524
9c0b5639,1,credit_card,7,341.5580718075649
f9de507c,1,voucher,8,149.19399759757528
d54a69bb,1,credit_card,2,117.51980844758647
e907e9ce,1,boleto,11,176.0974142407897
5538549b,1,boleto,2,407.1428393685367
40ab9fdc,1,credit_card,1,1041.8332983618475
3ceeea7d,1,credit_card,7,78.71218755685422
9d973c83,1,credit_card,6,311.89607595934683
e9eef99d,1,credit_card,6,108.05287817902743
0337fe4c,1,boleto,5,469.04862046245677
b04573f9,1,voucher,3,411.49972892484556
034b0eb6,1,credit_card,1,334.74468184420874
02af44c4,1,credit_card,3,122.44254005798294
8865b123,1,credit_card,6,68.4023323803712
ef6ce3a2,1,credit_card,9,400.7286441294257
6973de41,1,credit_card,7,249.04928493140363
3942d911,1,credit_card,4,443.4452093511358
a858ab49,1,credit_card,7,273.9073613327698
dcd7b846,1,boleto,2,116.38817268235834
bd0c4221,1,credit_card,6,388.03055354152326
93f104e4,1,credit_card,11,87.46596383268604
6fe4f507,1,voucher,7,544.7588163176766
3a5d9b14,1,credit_card,9,372.002384351528
d646fa54,1,credit_card,3,330.2604047057615
dba63ec0,1,credit_card,7,115.82035514327231
734125c1,1,credit_card,10,265.18469496345847
856851aa,1,credit_card,7,65.96571212545311
86bee48b,1,credit_card,7,292.25335764154954
79e2de07,1,credit_card,7,522.1768582938363
4cfc7789,1,credit_card,4,530.084313948052
0e775084,1,credit_card,6,261.80269075235094
38075849,1,credit_card,1,328.1402157332868
f8efd8a4,1,credit_card,3,306.6239825303903
573d8458,1,boleto,7,104.45240370292586
894bc0ba,1,credit_card,3,92.83120596294401
1f5df65e,1,credit_card,5,307.29081457835264
82069409,1,credit_card,3,61.276963085014245
7bd563b9,1,credit_card,8,230.4555919142867
fdee1729,1,boleto,10,356.0702509739056
cc0e08d0,1,credit_card,2,320.23398618627016
55c04fe2,1,credit_card,3,929.2179189789358
51f090e2,1,credit_card,5,94.48932252201566
232fd353,1,boleto,7,306.03783201805646
da5cd83b,1,credit_card,1,377.71481292510987
7c260810,1,credit_card,10,450.0973514660123
71fbcae1,1,credit_card,9,414.32471310465513
3a8528d8,1,credit_card,7,389.5294837599185
bdbc7aea,1,credit_card,2,200.66657644787801
62480cdd,1,credit_card,9,375.9970627907304
1a394531,1,credit_card,1,277.8710479832748
c710adec,1,credit_card,1,382.60058662850463
57098b5d,1,credit_card,5,161.2726512365793
d55b9938,1,credit_card,6,472.7536664757884
04a9a7b0,1,boleto,8,218.36335689888088
bad5fbb2,1,boleto,9,352.79884568884694
7ffd0a48,1,credit_card,1,256.2157206551811
c38203a7,1,credit_card,4,506.8860809767729
eea33b51,1,boleto,10,265.6208379928306
705146c0,1,boleto,6,384.30287731646735
9e0d0c89,1,credit_card,6,420.8758330696457
92a2b6ba,1,credit_card,2,324.1242909056246
2eb5be63,1,credit_card,2,265.8609603946119
37ed7857,1,credit_card,10,144.16022744061763
57b7694e,1,credit_card,7,132.1835516999649
d51cbffb,1,credit_card,10,383.9832279560856
1d5bdb53,1,credit_card,3,308.6958622963802
1c326cac,1,credit_card,3,649.2692852980783
de838486,1,debit_card,6,337.84095882227064
00065c0b,1,credit_card,1,230.836177277588
cadbb747,1,credit_card,10,371.51747900364046
0b293f04,1,boleto,3,135.95442651785493
6e237eaa,1,boleto,5,431.76991759127714
e06c98ba,1,credit_card,7,293.4722646999108
60a728b1,1,credit_card,8,323.8131389359601
08f335d9,1,credit_card,8,167.4391922549888
439d076d,1,credit_card,7,151.83294671981287
08330330,1,voucher,9,396.3962959041492
81d9abad,1,credit_card,2,508.02570200217605
ee07330c,1,credit_card,5,163.5970448274105
3ff1f893,1,voucher,6,88.21573391780908
32cfcfe7,1,credit_card,4,518.6993704033134
24a164ff,1,credit_card,10,86.0633579475408
57c55633,1,credit_card,4,234.5028831488202
e35069de,1,credit_card,2,296.0427114728247
bad27449,1,boleto,10,90.82346566142664
7c8cd364,1,credit_card,9,511.2105709146299
909e7dc5,1,credit_card,3,1270.331812841428
3207db32,1,boleto,11,298.5435674636003
ff508833,1,credit_card,5,311.0401116171541
3f6dbbae,1,credit_card,8,111.26890460777396
e20d6dc3,1,credit_card,6,725.9342636173394
45d1a94e,1,credit_card,2,933.466370320861
217f3b96,1,credit_card,3,382.90433002298664
be0bc69a,1,boleto,5,436.0974970381056
9d766b2f,1,credit_card,10,282.5242347993176
5c2bc2bb,1,credit_card,9,741.0232305375633
bfa9a623,1,credit_card,2,97.50182342126432
401ae962,1,credit_card,9,151.91319455584582
64818f6e,1,credit_card,7,66.72886158003175
239b1541,1,credit_card,3,369.9246861864231
20294b36,1,credit_card,6,205.8963917640468
f548412a,1,boleto,8,294.8326994125256
9fa51e1c,1,boleto,2,974.9094937820142
0390ac75,1,credit_card,8,164.46232334078604
1d369a86,1,credit_card,3,285.16603147677006
a9ecbc25,1,credit_card,9,161.52082032769727
d67509ea,1,credit_card,4,345.7610384047446
1779968d,1,boleto,10,755.8493037073313
5b2deaf6,1,credit_card,3,494.89255386482785
ec3d8950,1,credit_card,8,260.62368521964834
6d2e4285,1,credit_card,4,409.31241195724573
5d24c382,1,credit_card,4,158.18683815458473
016bd00b,1,credit_card,9,119.85204978386476
572e60f0,1,credit_card,11,607.6060208973302
27ec67cb,1,boleto,3,68.42077696395617
3cb39785,1,credit_card,9,227.51926998306664
e366d813,1,boleto,6,461.50987863073897
1f407292,1,credit_card,7,391.08784675614595
92d84ade,1,credit_card,11,457.56329558286484
6bb9579e,1,credit_card,10,213.23728973271227
8dec98d5,1,boleto,9,146.31516502820858
b50b6243,1,credit_card,8,204.12331324305725
caf05a35,1,credit_card,5,88.33685145441538
92320c8a,1,credit_card,8,90.11368152909388
0ddb82f6,1,credit_card,2,321.75569659763136
4ff57138,1,credit_card,3,414.4446743114924
ba335c96,1,credit_card,4,860.1339128359045
fc624c3c,1,credit_card,3,332.79883418224733
dddb28ab,1,credit_card,2,796.4385874343859
ffb25810,1,boleto,11,482.93642198909805
7de2893f,1,credit_card,1,314.72631302830854
8a1ebdd0,1,voucher,10,510.55241478123025
cf37628f,1,boleto,8,335.71087160298447
66d98cc7,1,credit_card,4,204.76214368448268
d79a1d06,1,credit_card,3,948.7874389732484
5efae50f,1,credit_card,2,970.1065720472405
3ed384c9,1,credit_card,5,179.9406402134056
d8b198f2,1,voucher,5,206.42676373127753
cc994cda,1,credit_card,7,329.1960305670043
1b32c2dd,1,credit_card,8,524.1667279953016
032b88b1,1,credit_card,1,105.17457457912903
75b74bed,1,credit_card,6,1187.0572617462224
8dd24c0d,1,boleto,1,361.8843414140503
201bb0cb,1,credit_card,10,519.257894623721
49a3c6fe,1,boleto,5,519.7134745632201
74b140b3,1,credit_card,11,300.19085513880793
71cc3065,1,credit_card,1,442.41653509443216
5ebd4858,1,credit_card,10,348.42167081991835
5df7ffd0,1,credit_card,10,390.09270442666605
0484386c,1,credit_card,6,112.67983131653763
2b15aef9,1,boleto,9,178.0249103948027
34f1787c,1,credit_card,5,378.41821981236285
c97c083a,1,credit_card,10,320.45989964459056
34d9c1a8,1,credit_card,5,281.9587217275715
83d1e2ae,1,credit_card,8,202.22299143224404
e19b71c0,1,credit_card,8,833.4662789179987
84905b36,1,credit_card,5,503.3458751807733
e811d932,1,debit_card,9,89.07818370684723
0ad5378f,1,credit_card,8,381.8493110608302
d222b19c,1,boleto,3,68.96807597149001
93708740,1,credit_card,7,287.288027288769
89885429,1,credit_card,5,231.1959903312007
7d9f87f2,1,credit_card,7,353.5967979098916
a4822454,1,credit_card,10,180.01924341713405
e4512e28,1,credit_card,5,224.6930140217765
25e866b6,1,credit_card,7,109.35613216529453
31882cfc,1,boleto,5,741.4521947250272
ae791f0c,1,credit_card,10,263.20491080142693
31cf83f2,1,credit_card,6,723.6137253391403
3cf30382,1,credit_card,8,325.5825804017002
f12b9937,1,credit_card,4,274.6698283365333
d5d41569,1,credit_card,10,448.2619064567029
59024c2e,1,credit_card,9,243.11828789900585
43a9c131,1,voucher,8,654.3228445298447
966829ab,1,credit_card,2,187.17285754666503
44a0e247,1,credit_card,1,555.9462080157508
43a1e0f8,1,credit_card,1,264.95675662673
71b419a0,1,credit_card,5,424.1822180071738
957e6f71,1,credit_card,1,294.8292103840122
13ea4251,1,credit_card,6,743.0600843310332
105454ca,1,credit_card,10,400.2880754751159
019d088e,1,credit_card,7,652.486368058854
83870b6a,1,credit_card,1,260.8698855352104
b2af94e4,1,credit_card,10,392.50178954663977
a572426d,1,credit_card,2,271.3396474306357
94a1a8ac,1,credit_card,5,339.05969613866927
ae7e51b2,1,credit_card,5,317.5117240170247
34de9027,1,credit_card,6,371.4761906261435
a3289bb7,1,boleto,9,117.71645696312513
5847cba2,1,boleto,11,239.49299686679421
ef7fb5c0,1,credit_card,11,219.3383278413712
d74e4f2d,1,credit_card,6,163.58016675874018
09b05254,1,debit_card,6,128.65949687541286
ad9d289e,1,boleto,5,364.6753410504408
aa37aa8f,1,credit_card,2,130.27665616498535
2ee12473,1,credit_card,8,831.1796084490848
ef867ae3,1,voucher,2,204.39285177652857
d4f594b9,1,credit_card,5,180.92300625575638
4be4b99d,1,credit_card,8,292.96205088084037
689ab00e,1,voucher,9,870.021507318426
f11db412,1,boleto,11,77.78021330700338
a3e0ed93,1,boleto,4,382.2260125572846
7a663103,1,credit_card,1,401.9371740767045
ef526989,1,boleto,7,38.83216113632229
ea76659e,1,voucher,6,257.85694324254575
7a410c93,1,credit_card,6,40.11873700830631
8e62edf7,1,credit_card,7,335.41995194220533
da6ec207,1,credit_card,4,1158.3114339208878
a72ce58d,1,boleto,3,459.94816161120826
7999361b,1,credit_card,5,1177.2972493118286
f31a401c,1,credit_card,11,1131.4944661058446
4cd7332d,1,credit_card,3,242.45403418192572
fc758679,1,credit_card,3,408.6800658891322
ad62a587,1,credit_card,2,340.7775074355271
e12906be,1,boleto,6,328.8070044936948
5ece79b6,1,debit_card,11,709.4848034201892
ba0649a7,1,credit_card,1,179.37558008934076
99369cb4,1,credit_card,11,178.5006562584335
c9787224,1,credit_card,9,565.9538933564503
a6a467f9,1,voucher,6,371.74852146692183
ae1b05aa,1,credit_card,3,134.23218822547597
6f79d6af,1,credit_card,6,456.8677758520712
ede8942d,1,boleto,9,402.0002538873607
45d754ee,1,credit_card,6,376.88433602683574
12c3a496,1,credit_card,11,440.71746411706465
1d4e976f,1,credit_card,1,191.8516862184286
4b7c1596,1,debit_card,11,260.4551482353893
d509d185,1,voucher,2,520.3688209692202
1b915b7a,1,credit_card,4,266.62945006960484
39c982cf,1,credit_card,8,695.3481226363979
867a24e8,1,credit_card,10,534.5149873407298
abe575f7,1,credit_card,10,452.7606211265879
14674c4b,1,credit_card,1,513.6334066091557
fa8ecdc6,1,credit_card,10,164.5293189842134
77bc338d,1,credit_card,10,234.93084308909377
83559002,1,boleto,4,81.20005432472178
52bfe1cb,1,credit_card,9,244.60459610835107
df48a4ca,1,credit_card,11,138.365229545658
732c4321,1,credit_card,11,378.99601094529817
d288fe4b,1,credit_card,9,306.02803867813185
f52f7f54,1,credit_card,1,401.8023192782711
fe879db8,1,credit_card,9,444.40830617193393
9fe349fb,1,credit_card,10,144.82514644258123
dbca1244,1,credit_card,1,286.20193122351634
dd740f3b,1,boleto,1,391.6942033459777
cbf4b303,1,credit_card,7,945.5180080558174
3bd3fc60,1,debit_card,11,349.937547945725
17beb07b,1,credit_card,9,233.82352123374397
93a42b9e,1,boleto,10,814.4356246665382
a10790bd,1,voucher,10,185.4599508344226
d6c4bd9b,1,boleto,3,899.975709619638
a22f8ded,1,credit_card,8,180.58693233666077
340e5615,1,credit_card,7,309.21922143786634
f25298ff,1,credit_card,7,459.79272582598463
f27018d9,1,credit_card,2,228.96746068817353
a2400562,1,debit_card,1,67.63232769056413
ba5593fa,1,credit_card,10,514.2383585535183
64d5d1cb,1,boleto,11,320.2668281261203
e07f535d,1,credit_card,8,200.75797506938574
8847f713,1,credit_card,7,179.9577398884712
af913ece,1,credit_card,10,285.2362720628132
67da3335,1,credit_card,10,668.712567415765
3bbf6bcc,1,credit_card,4,499.4530361881403
8b931e9a,1,boleto,10,462.05490974080635
d73127c6,1,credit_card,4,860.4182595172874
aceff7ad,1,credit_card,2,476.81716820718236
b2533a7a,1,boleto,8,83.53319310080924
bd83f570,1,credit_card,9,457.49805099716775
e5edc440,1,credit_card,5,174.88016960076408
8f980b8f,1,credit_card,1,478.748156050324
f0b7e006,1,credit_card,4,78.12298453358324
57f48360,1,credit_card,8,421.05468446995167
80ade360,1,credit_card,6,225.41288947125202
0abe8201,1,debit_card,11,172.27400641599067
8040a89c,1,credit_card,9,434.45746784375274
1e40b7d7,1,credit_card,5,426.0214779663929
01644ff9,1,credit_card,7,276.1387838639103
b316889a,1,voucher,3,758.5246473966118
15cd9616,1,credit_card,9,298.94174044186394
ed0655b0,1,credit_card,3,82.8694258112792
a84622d2,1,debit_card,6,190.57299898158246
d7fbc5ae,1,boleto,5,444.0940918469435
50771bf1,1,credit_card,3,213.29629521830822
123af8c5,1,boleto,6,489.0177532700038
7e4fb79f,1,credit_card,3,825.6978780613025
21a07303,1,credit_card,7,328.1886584687463
40f7a609,1,boleto,8,516.9426886201333
11fce3c7,1,boleto,7,96.54726437732184
355c7066,1,voucher,9,341.8017556758069
60023dff,1,credit_card,8,400.1173443701771
1fc4fbf5,1,credit_card,4,115.87097684654077
8c620368,1,debit_card,8,188.90186079763515
b78941ab,1,credit_card,10,469.2152680219346
f7bf9dfd,1,credit_card,7,700.2765820329485
1ef502a1,1,voucher,2,226.16246403193927
4ed41c8d,1,credit_card,1,529.9273079166655
d9a954e8,1,credit_card,7,258.0713790971997
de163077,1,credit_card,7,318.3254787622786
ab3075c0,1,credit_card,8,996.9977989588535
c611fbdc,1,credit_card,3,511.16115856068404
4d156c4e,1,credit_card,6,409.9467965219637
e7b69afc,1,credit_card,11,419.1085347959507
c57aa784,1,credit_card,11,328.94812537290386
867b8593,1,credit_card,2,334.01942615222015
4e5c4ee5,1,debit_card,1,46.386796197767325
eaeb3298,1,credit_card,9,461.157012282362
ad8d3050,1,boleto,7,131.96385571473104
70c1683c,1,debit_card,2,344.467173900129
21a1801b,1,credit_card,3,218.52892390453104
e6a14dcd,1,boleto,3,663.3503787399545
2ac92fa2,1,credit_card,5,356.74426784647494
5490d92d,1,credit_card,4,312.6324141248256
b428f1ca,1,debit_card,9,195.35188669671143
789917a0,1,credit_card,9,248.98473231509746
7bb75ee3,1,credit_card,3,822.5427786225471
96f900ee,1,credit_card,8,312.5921089085607
63d23ebc,1,boleto,4,178.71872709700543
cf5d450b,1,credit_card,9,456.4920235739331
ecc489f7,1,voucher,8,75.00585255926508
12f377ce,1,credit_card,11,118.44693024465701
5fc198bc,1,credit_card,8,348.60791400217624
9b8c5bed,1,credit_card,9,440.2532182291154
78560e69,1,debit_card,3,432.8213224050182
cdfab18b,1,boleto,1,312.84201406041
808598f4,1,credit_card,4,32.05588749328909
4ee39ab0,1,credit_card,11,387.9738334116364
3735430a,1,credit_card,6,384.3079877307454
646dad62,1,credit_card,5,324.34009055130275
ccec645b,1,credit_card,3,263.87175553615435
83e9ea29,1,credit_card,3,246.17874561594493
c00e6ffc,1,credit_card,8,506.05971592579215
2351e90e,1,boleto,4,472.4926092888825
3a863a2a,1,credit_card,8,464.7994683662738
905a4770,1,credit_card,1,278.3596899371932
a55117a0,1,credit_card,6,521.9271490379112
dc25d714,1,credit_card,3,113.83823363304991
add5ecac,1,credit_card,8,469.9790704531735
806a3e85,1,credit_card,4,228.91098055383418
49c130da,1,credit_card,4,411.784810670186
9bd11ab2,1,boleto,5,295.32431014087325
525b97a0,1,credit_card,4,658.9417288655325
c26140cb,1,credit_card,7,400.1279569720631
3bf190bf,1,debit_card,4,268.557292997274
c670114f,1,credit_card,1,95.97929416281653
529b32ed,1,credit_card,6,481.0314098563371
5dd52fa8,1,credit_card,1,259.6210433120384
0b7924ab,1,credit_card,7,393.77067452176914
84707f0a,1,credit_card,6,108.06376905955267
cb8260d6,1,credit_card,5,357.4231057578035
ecaf75d1,1,credit_card,10,210.39782137857935
903fdece,1,credit_card,3,429.53540675307426
34d8aca1,1,boleto,5,61.94624229643056
827e5cf5,1,credit_card,8,213.39972995307917
0a83d2b4,1,credit_card,11,483.9911475828955
945a2245,1,credit_card,11,353.0154512321153
86069399,1,credit_card,9,576.1142206262757
312c846f,1,credit_card,3,485.83864640456795
a7b7a1e9,1,credit_card,7,434.86164146624446
8c6354e6,1,credit_card,6,345.71098242884165
5c4b7010,1,credit_card,6,216.42418339547356
dcc70036,1,credit_card,9,404.7864513263806
5c408a80,1,credit_card,11,239.65834007709776
5e4c98d2,1,credit_card,1,88.54287542421527
2681c13f,1,credit_card,2,330.4150419547347
9f2a0294,1,credit_card,7,499.6912470409379
7bfcd7c3,1,debit_card,7,272.72712004294857
504d69e6,1,credit_card,3,285.70541755530763
d6dd98f1,1,credit_card,10,226.67152060916538
c8887684,1,credit_card,5,90.79263351711263
3539ec90,1,credit_card,5,417.8116008832791
1bdf4061,1,credit_card,2,485.7362966938853
457a209d,1,credit_card,7,316.101265420563
3c04a79c,1,voucher,2,252.0931199248351
02b158cf,1,credit_card,5,298.53510440816274
b9fcf146,1,credit_card,10,188.0123986362319
d1ca3544,1,credit_card,11,287.2391563677959
be2bb8d6,1,boleto,11,170.30075702520148
bc07d247,1,debit_card,1,161.93061729059488
641c2bee,1,credit_card,5,459.2234689499013
6941692e,1,credit_card,2,488.3994167824703
ddc3e445,1,credit_card,4,56.360161614067046
4407bbeb,1,credit_card,3,441.44112774253597
bb2ebafe,1,credit_card,8,213.2364305112346
ed83a486,1,credit_card,4,509.9800595335202
bee3605b,1,credit_card,8,810.4928296319003
7f0787f2,1,voucher,7,338.0211103866143
0f7614ce,1,credit_card,2,203.76143323623444
65a49901,1,credit_card,2,158.36819744177018
d1c7fecf,1,credit_card,7,859.5950668445134
6b4125e8,1,credit_card,3,33.24287685793651
ad44dcc1,1,boleto,4,515.3892628425489
3688b060,1,boleto,9,737.5562710730476
6818c6ba,1,credit_card,5,416.3032674772612
b69c0bed,1,credit_card,10,395.9975777748173
569299b8,1,debit_card,5,388.5631681272595
febf3109,1,credit_card,10,566.5314938477147
e2c53e70,1,credit_card,5,223.83451890640848
53bc2df0,1,credit_card,3,127.79248613677099
