customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
8f2b6c3a,9c70e7b5,65418,porto alegre,SC
a9d96bd5,c8bb6da0,95386,porto alegre,SP
3b4480f7,bdf57b57,43788,curitiba,RS
e88dbb5f,5aebed38,83384,belo horizonte,PR
3f3f27c0,5ac76d00,47830,curitiba,RS
8a2b1a06,8ded0bb0,53446,porto alegre,ES
e3322b84,b152a8e7,16160,sao paulo,SC
5a9d897c,932f0c75,57583,sao paulo,BA
d3602335,63c9e02c,34998,rio de janeiro,SC
188cf94e,2e585540,28230,rio de janeiro,BA
4b09c649,3262efc7,10076,sao paulo,PR
b14b3f4a,379cbbd6,70341,porto alegre,SP
55e3fe29,3a0f81e0,32085,rio de janeiro,SP
178825ff,5bd80cd0,56571,curitiba,PE
1e3bc8e9,d7060544,15715,curitiba,ES
3e233380,9acc8364,6750,porto alegre,MG
ad8e3f38,dad78afc,79768,rio de janeiro,RJ
2305db35,b653ead6,36903,curitiba,SC
b7bffacf,f794f903,73489,rio de janeiro,SC
e0dfc4c0,0e5ef6ee,33093,rio de janeiro,ES
eb62773b,287eb58e,92036,curitiba,RS
8b1c6834,21e86709,88954,sao paulo,GO
897753ec,a9cdf363,35314,curitiba,ES
981f8d0f,fc938ff4,49225,porto alegre,RJ
67db43d0,567f89d7,88985,belo horizonte,SP
5ca3d841,601fa5c6,84014,curitiba,BA
fb0c9c96,6bd19b90,36179,rio de janeiro,RS
8fb576d6,69a43264,26338,rio de janeiro,RS
b9a98abc,39fb650c,93435,curitiba,PE
92ac1884,39373e08,70681,belo horizonte,PR
75635fcc,e02fc885,33101,curitiba,RJ
ac3d5fd3,f78d3e71,3775,belo horizonte,RS
6f5529fa,5b3c7c4e,98183,belo horizonte,RJ
d9ebcd13,fe144d58,46619,porto alegre,ES
d353c375,9c066d3f,46838,rio de janeiro,BA
71f98eac,f1ff7af9,20539,rio de janeiro,BA
b53123d0,5033d67e,58124,belo horizonte,SC
e1f15ac7,44b5c5f2,66149,rio de janeiro,SP
83b6bcb5,2fe49a74,27616,sao paulo,SC
0b3a48fd,5c7d3fbd,80655,belo horizonte,RS
bc82713b,de6982e1,91695,rio de janeiro,PR
b322672d,1f56cdc7,55567,sao paulo,SC
d4826b46,7948a0b7,38099,porto alegre,SC
5d9f31f6,a005dbe2,76831,rio de janeiro,SC
e8c0e34b,895b5a87,62799,sao paulo,RJ
8d812d1a,232bc657,91221,curitiba,ES
6ff0d4f6,be567b77,26479,curitiba,PR
b25425a9,532597c4,47172,sao paulo,BA
aa992448,9cce9319,56863,belo horizonte,PE
1e9b1920,8a2848b1,43043,belo horizonte,RJ
78364fea,53afd3cd,83569,rio de janeiro,RS
b836d17a,d11c6831,16408,curitiba,PR
00990a4e,cb766fc7,58980,belo horizonte,BA
f87d23d6,82610b17,83956,belo horizonte,PR
47532d49,db3ea4eb,17351,curitiba,GO
cc5e9e39,e6b4d5c1,5131,porto alegre,GO
89f1174a,2fd34835,45825,belo horizonte,SC
bc9950e7,312435ff,12349,sao paulo,SC
74e27807,520a300e,61931,rio de janeiro,GO
5aad2d98,3b7e4ea7,45254,belo horizonte,PE
462a76ef,dd724101,39225,belo horizonte,BA
047d7abb,19f2a0fe,13453,porto alegre,RS
49bab249,bbff9b48,19814,sao paulo,SP
006b644f,d2b44eea,19263,rio de janeiro,SP
041e9a9a,3b950e6a,78694,belo horizonte,RJ
3a5940c7,e802469f,16735,rio de janeiro,PE
ebebd698,f7e3fd9e,16830,curitiba,PE
9f8fe607,6d1af334,48893,belo horizonte,RS
596c9c77,91db42c7,45673,belo horizonte,PR
5da3026f,3edab07b,90462,curitiba,SP
06830826,ed0f5e21,46066,porto alegre,PR
75ed94de,891b3d28,4373,belo horizonte,PR
796e1d23,bbf58903,11335,rio de janeiro,PE
a534cc5a,ca22527d,24741,sao paulo,PR
da6ab188,613dbcbc,11692,rio de janeiro,SP
8fb4f1d7,445f955b,48295,porto alegre,BA
81b3f8f9,28a45545,46541,sao paulo,MG
4b93062a,a031ffc3,35057,rio de janeiro,PR
5d5f637d,b3679f29,67983,rio de janeiro,RS
9fec11dd,977bef48,20583,curitiba,ES
e7399992,34c9cd95,23765,porto alegre,SC
b6d1fe32,05af2687,60287,curitiba,RS
ae154278,01ef28f6,24906,sao paulo,GO
c9219f63,3618f993,86103,curitiba,SP
9d53c2ac,a3a938d2,80675,porto alegre,ES
8b0f126a,fad6881a,47525,belo horizonte,SC
ba6a7756,ce98a5a8,39230,belo horizonte,RS
81c0d253,2b160df9,20520,sao paulo,ES
2ccefcbc,ef79bc1d,86238,belo horizonte,MG
d7c77574,5314d0ef,52934,curitiba,SP
b2c56342,f1b35ae8,26566,sao paulo,BA
d293c18a,41abb7da,74193,porto alegre,RJ
fa21cecc,1568ed81,31134,sao paulo,PE
81ad4d64,726abdf6,11345,sao paulo,MG
29777ab8,5d3667d3,42185,rio de janeiro,GO
785a7d2b,90a84e94,93949,rio de janeiro,PE
aa650807,59b4949b,71744,sao paulo,BA
aca0475c,ce291cfd,34455,belo horizonte,MG
c10a5bc9,268f7930,29018,rio de janeiro,SC
2ec109ee,706bab36,55219,porto alegre,ES
a97be916,0d590352,46991,curitiba,SP
e338244b,c1db283e,74616,rio de janeiro,ES
4efc2896,4aee946f,88438,sao paulo,PR
43328c90,d910813d,10486,belo horizonte,RS
86518967,fa25721a,39862,curitiba,GO
84bcff34,0b02bb10,59870,rio de janeiro,PR
737dd10c,d759f541,87694,belo horizonte,PR
f66be501,327c13c3,44856,belo horizonte,GO
d9791a72,439d7a02,87055,belo horizonte,RS
14efa265,faeb8346,32379,sao paulo,SC
2e46f009,7a818048,65729,porto alegre,RS
4fff7462,9ba008b5,29378,belo horizonte,SP
24279964,4b12d713,55353,curitiba,ES
41ca1313,5e31470c,50996,rio de janeiro,SC
d2a5c3c8,58e7e999,15031,curitiba,RJ
117e46bd,c524af3e,81072,sao paulo,ES
b3f69048,9a59ea45,66982,sao paulo,SC
69184bd7,7dff00ac,37683,curitiba,RS
50652fbc,49a10464,18618,porto alegre,GO
5cca136a,e9fa710f,7587,sao paulo,RS
09abd2b0,5b01499c,63790,sao paulo,RJ
c2188233,3b96de08,32480,curitiba,SC
4514f920,b8ecc550,99530,sao paulo,SP
6062d2a0,dc199992,21527,porto alegre,RS
f0cf4d82,0632b625,24569,porto alegre,SC
9d502aaf,20ed2812,12151,porto alegre,ES
58b4b4bc,92eb34ed,72094,rio de janeiro,RJ
7cb76305,87f7c9da,60174,porto alegre,SP
f3d9379a,b163adfb,45739,porto alegre,SC
4a22f81a,523b63d5,33954,rio de janeiro,MG
d6ba6076,54d2b8f7,36303,belo horizonte,RS
c10c0fda,c7529411,35700,sao paulo,RJ
982140d9,72c10a3c,94036,porto alegre,SP
72cafc56,83c134ac,68568,sao paulo,SP
7ad07d35,35e6c5ca,67788,curitiba,PR
ca4cb803,026c73de,72045,sao paulo,PE
47101d0d,d92b09bd,38842,rio de janeiro,RJ
7da50286,5a190fdb,14900,sao paulo,SP
d117c65c,961cdf00,81059,sao paulo,SC
41f5ae01,f184f627,2881,sao paulo,PR
8cab7b33,10668350,34037,belo horizonte,PE
06a716c9,c7260a8a,2630,belo horizonte,ES
5e064615,c24d54a8,21789,curitiba,SC
42d8f8d6,1b39a843,89059,rio de janeiro,RS
e362c845,0f56fc91,84494,sao paulo,PE
51273e4f,6b398b65,47151,sao paulo,RJ
858b4e2a,4fa138b5,49920,sao paulo,RS
28b9a37c,3e4fe9e5,68231,sao paulo,BA
5adddaac,8fc41321,81357,belo horizonte,BA
472174a1,619c6d44,4262,curitiba,RJ
581d0156,c960c8b9,67981,porto alegre,ES
f91719a4,93726bfe,82972,rio de janeiro,PE
c70879f3,02a3c28e,76485,sao paulo,PR
f9357a7b,a5975352,55722,curitiba,MG
cc1b43bf,6b1d91e9,90499,porto alegre,SP
53b0a879,873b4eef,51818,curitiba,MG
d1fdb8a4,6337ee5b,30932,belo horizonte,BA
10c8d66a,ea245e94,7901,porto alegre,BA
6c53f5d6,1dda511e,9597,curitiba,ES
8c789e8a,d696d49f,64909,belo horizonte,MG
1776a9cb,62666240,73391,curitiba,MG
bff2be43,af7043f0,85214,curitiba,PR
0983b457,c72f876d,9263,porto alegre,ES
c89035a3,49fff05c,64293,belo horizonte,ES
d11b2866,80035f6d,26805,sao paulo,RJ
53d77b04,0f4ae121,92679,rio de janeiro,RS
5d724df7,67058579,12874,porto alegre,ES
79181b54,633d8473,94065,belo horizonte,ES
edf8510d,59250ca4,87402,curitiba,SC
5ecce8b8,d60b1ef3,15079,belo horizonte,PE
b2933b2c,9cd87fa3,50850,rio de janeiro,PE
715f94e6,7182f395,73779,rio de janeiro,GO
f1579acf,5c14e777,96408,sao paulo,MG
f07c79a6,83b7714d,10018,sao paulo,SP
45c22b92,a462b424,50500,rio de janeiro,MG
8868de5d,fa8f3208,13100,porto alegre,RJ
fbe3747c,1ae08e8b,58021,porto alegre,RJ
7b4d4bcd,af4e8dbc,20800,curitiba,RJ
26ff6aab,0e9c9886,64400,sao paulo,RS
5c317b81,498f5810,93446,curitiba,SP
a5f7542e,bc5d7fc9,30437,sao paulo,PE
ca392082,6442afe7,77537,rio de janeiro,PR
5d3af240,791bc414,47675,porto alegre,PE
6ca24bb9,786a4f16,20942,porto alegre,RS
600b2541,aa26596b,21862,rio de janeiro,RJ
95db3a62,ec65b772,12669,curitiba,RS
dbca3b0e,14b43104,54772,curitiba,PE
675cd65c,8d698691,16916,belo horizonte,PR
a3b7e008,9dfd70f7,11878,sao paulo,GO
65d1db2c,089a8ef9,3985,curitiba,SP
21e9fc91,a48b2a2f,98905,rio de janeiro,RS
82a65a4b,f5108ed4,74648,curitiba,PE
8146f596,efb7f10b,42235,porto alegre,SP
ec0934cc,eac139fb,19931,sao paulo,PE
c180cd89,eb4f47d7,93876,belo horizonte,PE
00d31e47,873d3cde,1336,sao paulo,PR
9e5442c0,aaa69395,43933,porto alegre,GO
5bff5f51,f86bd72f,85899,porto alegre,SP
1f0b0a4a,5d00559e,46536,porto alegre,RJ
18944d71,c5c6ac52,70504,porto alegre,SP
4c14d274,5dcfe28b,52148,rio de janeiro,ES
8783b149,534c38b7,17279,belo horizonte,RJ
c0505b6a,e780aa2d,69665,porto alegre,SP
eb100fd6,a496c508,72386,porto alegre,SC
270504fb,24992f70,87124,curitiba,SC
4ca87922,191ec985,78485,belo horizonte,PE
b6bf68b5,3ddd70a5,75055,sao paulo,RJ
9b054caf,9c87abb1,92911,belo horizonte,SP
4a9799bd,d9f5d4fa,99618,belo horizonte,PE
b16aa3ec,7d094cc5,78273,belo horizonte,MG
d8a13835,f9f46457,67670,porto alegre,PE
db287b8e,8f4f8191,77474,porto alegre,RS
306eadf4,1e29d7ad,55028,rio de janeiro,SC
3679df89,50901ab9,91022,sao paulo,MG
5f89d5e5,285b5e27,92632,curitiba,BA
976e480e,77189ea9,72128,belo horizonte,RS
c944a86b,7018528d,19108,sao paulo,RJ
1ae5e645,604b2a63,53495,sao paulo,PE
f85f85aa,f6c48e15,83806,rio de janeiro,SC
54ce8969,02b0f15f,94185,curitiba,GO
c17d77fa,f40c8a93,77533,belo horizonte,SC
52cf3388,db4dec33,57830,curitiba,PR
9a7b4346,2923478c,75640,rio de janeiro,SC
e790d0bb,fee8791d,53509,porto alegre,GO
dd134b69,90d0015f,67406,sao paulo,GO
f9bb9b63,57470c70,95220,belo horizonte,PE
3a4fa162,f5485316,40519,porto alegre,RJ
7901bea1,35234253,50649,rio de janeiro,GO
52154eb7,f426b9db,35524,curitiba,SC
65f39b5a,36667629,97493,sao paulo,RJ
220c89fd,3494313b,34885,belo horizonte,SP
ff6af538,19926838,45369,porto alegre,SC
0d2510bf,92e81e9f,96402,porto alegre,ES
d2fe5ecf,4c298cf6,31676,sao paulo,PE
319af185,f04549dd,65093,curitiba,RS
de14d1a2,2ae65e42,48764,rio de janeiro,PE
0165d889,c8558fe9,51799,curitiba,GO
a58934d2,cd6fd10d,80414,curitiba,BA
40328475,5da6f90b,94095,curitiba,PR
a4c639b9,9087ee36,73307,sao paulo,ES
fbbd9785,a362845c,83062,sao paulo,GO
143f566e,460c2b8b,96432,rio de janeiro,SC
66019077,034f62a7,32923,curitiba,RJ
7242944f,291ce645,79388,sao paulo,ES
1fa0ea7f,d31b4f36,48574,rio de janeiro,BA
9c9a2b25,bce5579b,44391,rio de janeiro,RS
92c099c4,2f70fdd6,54664,curitiba,RJ
8b838525,0d948dfe,68384,belo horizonte,PR
24752ad0,c875372b,32027,curitiba,MG
1c936887,ca942172,36464,belo horizonte,PR
88cbc040,84f6ecb8,35485,rio de janeiro,PE
dbf672b3,06222618,20456,sao paulo,ES
d700c468,0150a3c3,75795,porto alegre,PE
ffc3fa24,c9a14370,36554,rio de janeiro,GO
5dc9c9cd,0c777da6,47922,sao paulo,SP
07f98e96,53ed7634,14409,rio de janeiro,GO
37bc9cd4,7eff6ee8,70327,curitiba,RS
de8b89d2,3cb9eebe,92400,belo horizonte,ES
0719c5c0,a68e3b09,37639,rio de janeiro,SP
6ce6ca5d,e312cb50,64627,sao paulo,RJ
397b67f6,8bb80285,84424,curitiba,SP
03b82e00,f50ddbc3,20692,porto alegre,RS
5dfe1944,49986297,90037,curitiba,SC
52165407,f9255fc0,79840,belo horizonte,PE
3fedf3cc,3d90fd77,55200,curitiba,BA
30cc969e,b8f44642,94063,porto alegre,GO
a7657eda,5ac04870,58415,sao paulo,ES
764ef0a6,d859ab95,19074,rio de janeiro,RS
74985533,d1430642,16549,belo horizonte,MG
b8056d1f,b7611e19,30963,porto alegre,BA
b5f31c68,11a3c73e,92456,belo horizonte,RS
b0c12ead,c766d58d,97362,curitiba,MG
04f8382f,342f0e27,53265,belo horizonte,MG
7d75be49,e0e63a73,17061,porto alegre,MG
d64c768e,2953a354,59226,rio de janeiro,SC
7d4acc56,d55ae8a7,29810,rio de janeiro,SP
d8798f56,34ac1a53,61006,belo horizonte,PR
f711ce08,5fe7ae48,23800,sao paulo,GO
e0018929,09a699c1,76476,belo horizonte,MG
e302f2c3,2735ef39,70460,curitiba,RS
d0b05466,6af63b13,58767,rio de janeiro,RJ
91f9c85d,80967428,29054,rio de janeiro,RJ
839381ba,1052af5f,76319,rio de janeiro,ES
2de2f97c,0e4698ca,46397,sao paulo,PE
739f7f4d,927b1886,14233,sao paulo,MG
7332297d,d976f287,91020,porto alegre,RS
caf0fda6,ba3231a5,26068,belo horizonte,MG
9fcd997b,c71e229e,66727,belo horizonte,SC
53f4c20e,a6f66fe1,91610,curitiba,PE
6c8b4a9f,33ac9b6f,71453,rio de janeiro,MG
ae352832,3978ecd9,26832,sao paulo,GO
49945270,3e14d202,87242,curitiba,RJ
62245d4f,389ec2b5,14682,curitiba,MG
c18fda74,3e6fedb6,93298,sao paulo,GO
116ae7d3,fac405d1,24383,belo horizonte,GO
f4c91c29,691d32dd,59160,rio de janeiro,SP
f04889dc,d169fb6e,94332,belo horizonte,GO
01dfd76d,32712131,24666,curitiba,PE
b1c37a22,631f141c,59817,rio de janeiro,RJ
da008b3e,b9183eca,92198,porto alegre,ES
1f5c94ff,3e7344f1,35642,curitiba,SC
a2b88233,241d1d0f,42830,belo horizonte,RJ
35f37f88,e31b1a5e,11234,belo horizonte,RS
4394a4e9,5108e3fc,58616,belo horizonte,ES
0c83a114,4bcd1e57,10221,sao paulo,GO
5cd2873f,41edfc83,12410,curitiba,MG
58abe39b,4d7b3751,81055,rio de janeiro,SP
1b7f76fe,6164029c,62413,belo horizonte,ES
f17d616c,1811cf7b,2051,belo horizonte,RS
3e5d1d30,4e33fba8,76301,sao paulo,RS
c55c9c41,b495525b,77918,rio de janeiro,ES
63213f30,341a0594,79116,curitiba,SP
0aedbdf4,b47ed294,57563,porto alegre,GO
8303846d,2d409d4d,98859,sao paulo,PE
6d6a2387,a40affe0,45757,curitiba,RS
fb6fb285,873c431f,78475,porto alegre,GO
035e6dcf,8df4e891,52257,belo horizonte,PE
94980f08,cd004041,96500,belo horizonte,PE
d70557b0,a3597138,1307,rio de janeiro,RS
35cf5a49,078d948a,57889,porto alegre,ES
d475cb2f,d69bc624,69895,belo horizonte,PE
72297bb1,44b007fa,96184,belo horizonte,MG
ea25d06b,76bf828b,36944,rio de janeiro,RJ
f824ba55,6197eb1d,39134,curitiba,SC
54b947d7,7dd1faca,28323,belo horizonte,RS
c40c9eba,070957f1,72762,sao paulo,BA
62c7de55,f0a2ed57,88225,sao paulo,PE
fc7a39c5,85d67faa,97507,curitiba,PR
fe7b2de3,49e2a4a2,26954,porto alegre,MG
ae6ea3bc,bf092ee4,56021,rio de janeiro,BA
14cfb11a,beeedf3e,90959,sao paulo,GO
180e3e11,dbfff4d9,96927,sao paulo,SC
88c7a105,5bce4b02,80866,curitiba,SP
5b0f0546,bf57917e,71427,porto alegre,PE
60736f3a,a4ffd0c7,5992,porto alegre,SP
82a23e41,433fa668,2961,curitiba,SC
798406b1,1e980062,13497,sao paulo,MG
0e560d89,2ed216b6,33551,rio de janeiro,MG
682368ed,e789b881,77384,sao paulo,SC
f17b83de,ac608e00,56755,porto alegre,MG
346273b4,0f0f2c34,14255,sao paulo,PE
b34a8057,e8e54b85,5567,rio de janeiro,SC
8e0e6cc8,b640ccdf,49847,belo horizonte,RS
54569fe2,e22d3504,49003,sao paulo,PR
9d8c906f,91c2f610,21389,curitiba,GO
9bb21449,fc3eaf40,45523,belo horizonte,RJ
74dd413b,79c4dee7,62576,curitiba,ES
115f5621,3e2ce2c5,44919,curitiba,PR
b3e708ad,b3ba6b77,83103,curitiba,RJ
e9bcfb41,851c24b9,4358,sao paulo,ES
82d10648,d03a613c,89535,porto alegre,SP
ec2f7b68,15bbf32c,77524,belo horizonte,PR
862c9cdb,d8b0b83a,98057,rio de janeiro,BA
6642aa15,532e87ef,6698,porto alegre,PR
e38163f5,cb462eff,67809,sao paulo,MG
462907e6,b4f14784,94079,curitiba,PE
c78de6ad,293d6710,56805,rio de janeiro,PE
e1dc6f14,66fa5bd3,32349,belo horizonte,RJ
28c4285a,79d34eb1,77777,porto alegre,MG
abf143a2,c28113c1,51248,porto alegre,SP
cfe94159,66610bb5,76033,rio de janeiro,PE
1534c9bd,f8ce1c12,99239,sao paulo,GO
7e63f015,a0c07303,45041,belo horizonte,SP
16e36580,f51b2991,32954,rio de janeiro,MG
49e01c26,318bc8e3,9002,curitiba,MG
28a79b97,9ec88442,70783,belo horizonte,RJ
9ad70e29,97748bcd,88234,porto alegre,RS
4a232785,16da762e,20738,rio de janeiro,PE
2fa0b3ae,a2806877,11703,porto alegre,MG
c44342d6,c1dc39d5,50422,porto alegre,MG
44c0bc46,d2fe8611,84106,porto alegre,GO
739f8100,95f606ba,62899,sao paulo,PR
7ef08233,613e5958,13392,porto alegre,PR
df8151aa,ab79eea3,45724,curitiba,MG
6d1936cd,c58a39f0,33299,curitiba,SP
606669ab,9853f593,16641,belo horizonte,GO
cb5fd8e3,4d432fbd,80534,porto alegre,SP
9a8f2b0c,bae00168,7305,porto alegre,ES
13b016ce,ffe08764,99262,rio de janeiro,RS
7a8863ad,d8b50bd1,19782,sao paulo,PR
551ebacc,524afde2,79257,belo horizonte,PR
9106c7ab,81102173,78963,porto alegre,GO
76c754c3,f9871ada,21566,rio de janeiro,SC
637c5dd2,8736c9bd,68766,sao paulo,SP
26bdb9da,605116fe,7511,belo horizonte,PE
6bce5414,5c29b5ff,27177,belo horizonte,GO
9cb18941,7325f584,5765,porto alegre,RJ
8213e2b7,2fd51abe,21354,belo horizonte,SC
b403a054,025ae5e5,24929,rio de janeiro,BA
5fd6f7f7,007cf3f3,29820,belo horizonte,SP
3212c457,c20778bc,30523,curitiba,SC
ecaa7e7f,d2cc7cd1,72088,rio de janeiro,GO
c830284c,be065602,67163,sao paulo,PE
b57bf843,0ffac3fe,78525,sao paulo,RJ
3ef75c00,33e40d32,14780,porto alegre,RS
22ed2214,dbaa7a81,7589,porto alegre,SC
3b454097,c4d15de1,35812,curitiba,RS
3fc10ca0,efc64bf9,94664,sao paulo,MG
d8d71ab9,d12c5732,46939,sao paulo,PR
e536c3a0,21da685d,52493,sao paulo,ES
ad939dbc,c109ab6c,94326,sao paulo,PR
0aeb9903,d597dac8,41953,belo horizonte,BA
ba389df6,739660ed,66785,rio de janeiro,PE
0c871da8,3bec0c9e,20309,rio de janeiro,RJ
307e12cc,1f9a0019,55195,curitiba,RS
1cba9d6b,4258b426,26901,belo horizonte,GO
39e8da6e,9ab86961,24576,sao paulo,RS
deb85c11,37bb058f,32508,sao paulo,PE
5d72e109,a06d4724,75711,porto alegre,GO
bf97a34d,71a0d3c4,26464,porto alegre,GO
59c4a25f,16ba3d84,61281,curitiba,BA
90358977,2d8dd752,17260,sao paulo,PE
4560f6b0,03739472,36440,curitiba,SC
23ccd16b,f2a98805,96082,belo horizonte,PR
f16958ed,be77b2af,57683,rio de janeiro,MG
c9b014bd,9aeb48d7,42430,sao paulo,RS
ebe88ec9,e246d05d,2987,belo horizonte,SC
673592bf,d008ecea,26105,sao paulo,MG
5a6c6744,fdd2a1df,79484,porto alegre,RJ
a963caa3,5c353c27,14026,curitiba,ES
2879f926,c056536f,69309,porto alegre,RS
8479eabb,04c0f8e6,46927,rio de janeiro,BA
1d17d5c0,1342f4c6,76414,porto alegre,MG
7e5f2af7,fbcfade1,58535,sao paulo,GO
1cbd260e,500f99a7,43946,porto alegre,SC
c22ab6a4,2920fd59,57561,sao paulo,PR
d3a4f9d2,61499d05,11377,rio de janeiro,BA
ff039049,65cc374e,54592,porto alegre,RS
a4f824dc,e8dabeff,8347,curitiba,PE
a46a5ef3,217196c5,34776,curitiba,SC
d3d6f954,1a463493,4783,curitiba,BA
fcc38acd,e832e06a,56798,porto alegre,ES
2bab9b96,1f713658,5298,porto alegre,RS
3f279d6e,587a40cb,71204,porto alegre,RJ
797fddb5,58c2ca77,87207,sao paulo,PR
eab26c1f,6ab2262f,56161,rio de janeiro,RJ
ed945128,c931ac8f,61652,curitiba,MG
14e0c965,783e9644,35484,sao paulo,PE
a7f40e65,7eded982,99614,curitiba,MG
183a3505,9246bde7,21922,sao paulo,PR
3ccfa180,0163cd14,35028,porto alegre,SC
e42a53ed,c3647a7c,21316,curitiba,MG
59d76739,1ea78b06,77996,porto alegre,PE
82f5cf29,0afecc12,17968,curitiba,SP
88bc2d9d,f683c043,31266,belo horizonte,SP
890a653d,a9a91a74,96745,sao paulo,BA
d80f26a2,a718f81a,25000,belo horizonte,BA
8ac0c157,87ba5a93,15011,sao paulo,RS
f614e965,90407267,3866,rio de janeiro,BA
c76b45c5,88a5fbe6,6898,curitiba,ES
b64d441a,8cd28236,19395,rio de janeiro,BA
18992c96,20480ec7,40019,rio de janeiro,ES
b9307df4,a0cb56b9,5006,sao paulo,BA
507363fc,cb0ec996,35393,belo horizonte,RJ
d9447a49,fed62224,11956,porto alegre,GO
b9fe9f5b,984ace60,51042,sao paulo,ES
58d41d50,95e7a464,97199,porto alegre,SC
1581c448,5a3da998,7078,rio de janeiro,RS
9ae3116e,c8e7d5ea,30631,porto alegre,PR
e88e3790,4de9d2b2,96676,belo horizonte,ES
b1ea681d,c868ff69,63901,sao paulo,MG
03c6eb58,4c4fc280,70497,belo horizonte,GO
50e37750,cbff192c,95813,belo horizonte,RJ
da71e555,e7deaa02,42574,sao paulo,SP
ba56677b,939150ab,32417,belo horizonte,RJ
2b72d167,e482ced3,89020,curitiba,BA
4dbedda4,2f9155a7,84639,curitiba,RS
ea39f666,29c10ed6,66006,curitiba,GO
743a6793,441d0550,95881,porto alegre,MG
f232731e,ffc88013,40454,belo horizonte,ES
77719698,016e05a3,2587,sao paulo,RJ
8b357621,fc363b3e,55710,sao paulo,GO
0f162a7b,a8525d73,87567,porto alegre,ES
c47f0f2b,1437dc10,92748,sao paulo,RS
4f979120,23fdf493,76886,curitiba,PR
d04030c5,58e057eb,19816,belo horizonte,SP
37015cc3,1bc8365f,86824,sao paulo,RS
487e5f6f,aee19d4e,30432,sao paulo,BA
ef5c6093,40da2303,49617,rio de janeiro,PE
0daaff27,910f2679,73373,rio de janeiro,PR
5d6a494a,ca8e486b,35217,rio de janeiro,BA
02cd0770,ed6b589d,21884,belo horizonte,RJ
d5eebfd2,6010f15c,6454,curitiba,PR
9ed7ec64,7c846156,75960,curitiba,BA
ac90baa4,419763bc,44618,curitiba,PR
6f976f26,56ac039b,84948,belo horizonte,RS
ec323fb9,c28d8b9a,63671,belo horizonte,GO
d3ec3ae9,e1252e91,48111,rio de janeiro,SP
287c0ed2,1777bc6d,40613,sao paulo,SP
acf9757f,7b81f149,86678,porto alegre,BA
43e2fe7a,313cbb9f,60993,porto alegre,BA
2e24492f,a74e20f1,9848,sao paulo,PR
c369db12,86bef7a5,79672,rio de janeiro,RJ
f1983bc0,46bfb8c2,67125,sao paulo,BA
f278f595,7aac787f,87444,sao paulo,PR
914bf55c,9c8bc540,62602,porto alegre,SC
d9b7e009,e9015ecc,73045,rio de janeiro,SP
18796603,ba34f69b,43222,belo horizonte,BA
4e512446,768f6dc5,50223,porto alegre,RS
6a60bd4d,7472117b,66333,belo horizonte,MG
bd65d313,79653602,53732,rio de janeiro,PR
94f44c9f,52601f54,50420,sao paulo,SP
d904a6ec,af2ee103,76504,curitiba,BA
342d841b,30c0c553,3462,curitiba,GO
39d62698,ef77d2e7,10460,rio de janeiro,PR
acfeb069,8ec0e8fc,10275,curitiba,RJ
1f9d3faa,d78a733f,95213,belo horizonte,BA
f1bc5de0,0a4fe305,14269,curitiba,PR
8110fba8,e1149f9b,66942,rio de janeiro,BA
d47e82e0,748c7998,73920,rio de janeiro,PE
cb1271a9,527a5fb1,23553,belo horizonte,MG
34187438,05985b5e,25366,curitiba,ES
9b8d7933,29d7beb6,45036,curitiba,ES
c662c3ce,44303ae4,18369,sao paulo,PE
483eb7a1,1f8229c9,12795,porto alegre,PR
c84d2986,ad3b1fa2,71021,rio de janeiro,RJ
79f8b689,375b407f,69154,sao paulo,BA
23e0a3e3,71206981,31143,rio de janeiro,PR
ba100c6c,47799c35,30425,sao paulo,GO
180fc5f1,4ca0b585,89209,porto alegre,RJ
f6f9223a,6af2a5b5,76139,sao paulo,GO
927efc3a,9a84f0e8,6368,rio de janeiro,PE
e436a002,6122c0d5,5621,curitiba,RS
6ae3a891,99a86069,59829,rio de janeiro,ES
f2bfb336,1c49abb0,61294,belo horizonte,ES
a8e0e150,9dc2b29e,15719,belo horizonte,BA
63f37e40,0ab4cc8d,30227,belo horizonte,MG
021d252c,831b12d7,8566,belo horizonte,PE
e1b23eee,0b7f0be8,13306,porto alegre,PR
afb6aace,eb62fad8,54822,curitiba,PE
2bbc20a6,660c8c63,25042,curitiba,PR
10ec056e,8157473f,16086,rio de janeiro,PE
d0a8e06a,11baa335,18387,sao paulo,RS
90a593d4,ded9c7c9,28042,rio de janeiro,SC
5903412c,58032710,90424,rio de janeiro,MG
0de6b0d4,34e0e9cd,52618,rio de janeiro,PR
4a30f46a,10f7d303,93050,rio de janeiro,MG
d376a25a,66907d95,19323,curitiba,RJ
f3284f3b,efc0079e,19019,sao paulo,PE
aacf684c,a3a4e3e0,76426,rio de janeiro,BA
0a772b9b,c340c6d5,41863,curitiba,SP
02df3354,50b43ace,11283,rio de janeiro,RJ
11e7a9cd,9570d5a7,19279,belo horizonte,GO
b1cee4b1,b005bb62,47999,rio de janeiro,ES
8cdabfcc,e8c61b83,63780,rio de janeiro,SP
911c1f4f,7aada269,23908,porto alegre,RS
fdcea25c,74567205,62584,belo horizonte,PE
2a829458,e79d33fe,51225,sao paulo,SC
faca94d4,3b01d43b,38952,rio de janeiro,RS
3c0ab9da,b57749ad,38663,sao paulo,PR
